VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	MARIEVILLE	ST HYACINTHE 2	IBERVILLE	FARNHAM	SABREVOIS	STE MADELEINE	FLEURY	ST GUILLAUME	STE MARTINE	GRANBY	ST NAZAIRE	DRUMMONDVILLE	PHILIPSBURG	ST BERNARD DE LACOLLE	RICHMOND
Mean Temp (deg C)	2012	4	26	4	0.84	6.5	6.4				6.8		6.3	6.3						
Mean Temp (deg C)	2012	4	28	4	0.79	2.8	3.1		2.4		3.0			2.5						
Mean Temp (deg C)	2012	4	29	4	0.79	4.3	4.2		3.7		4.8			4.3						
Mean Temp (deg C)	2012	5	8	4	0.81	12.6	12.5		12.9		12.0		11.8							
Mean Temp (deg C)	2012	5	18	4	0.74	13.3	13.0	13.5	12.5		13.8									
Mean Temp (deg C)	2012	5	19	4	0.84	18.5	18.5				19.3		18.5	18.0						
Mean Temp (deg C)	2012	5	20	4	0.84	22.3	22.3				22.8		23.0	21.7						
Mean Temp (deg C)	2012	5	21	4	0.76	23.9	23.5	24.3			25.3			22.5						
Mean Temp (deg C)	2012	5	28	4	0.79	17.5	16.8		18.2		16.8			18.0						
Mean Temp (deg C)	2012	6	6	4	0.76	15.9	15.4		14.8	16.5	15.8									
Mean Temp (deg C)	2012	6	15	4	0.82	17.8			17.5		17.8	17.5	17.8							
Mean Temp (deg C)	2012	7	1	4	0.79	21.8	22.1		22.5		20.5			22.3						
Mean Temp (deg C)	2012	7	7	4	0.76	25.4	25.6		25.2	25.8	24.5									
Mean Temp (deg C)	2012	7	8	4	0.91	19.9	20.3				19.5	19.5	19.3							
Mean Temp (deg C)	2012	7	31	4	0.76	25.2	24.7	26.0	25.0	24.0										
Mean Temp (deg C)	2012	8	1	4	0.76	23.5	23.1	24.3	22.5				22.3							
Mean Temp (deg C)	2012	8	18	4	0.78	18.3	18.6			18.3			17.5	18.0						
Mean Temp (deg C)	2012	8	19	4	0.76	16.8			16.6	15.8	17.5			16.8						
Mean Temp (deg C)	2012	8	20	4	0.76	18.7	19.1		19.1	18.0	18.5									
Mean Temp (deg C)	2012	8	21	4	0.76	17.8	18.2			17.0	17.8			19.0						
Mean Temp (deg C)	2012	8	22	4	0.76	20.4	20.5	20.8	19.8	19.8										
Mean Temp (deg C)	2012	8	23	4	0.76	21.7	20.5	23.0	20.8	21.5										
Mean Temp (deg C)	2012	8	24	4	0.76	20.4	19.8	20.3	20.0	21.3										
Mean Temp (deg C)	2012	8	25	4	0.76	22.9	22.9		22.3	22.8	23.0									
Mean Temp (deg C)	2012	8	26	4	0.76	24.8	24.8		25.0	24.5	24.8									
Mean Temp (deg C)	2012	11	24	4	0.74	0.7	1.2	0.5		0.5	0.5									
Mean Temp (deg C)	2012	11	30	4	0.89	-13.2	-14.4				-13.3		-14.0				-12.8			
Mean Temp (deg C)	2012	12	1	4	0.76	-5.8	-5.7		-6.0	-5.5	-6.3									
Mean Temp (deg C)	2012	12	2	4	0.74	0.7	1.4	0.3		0.8	0.3									
Mean Temp (deg C)	2012	12	3	4	0.76	4.1	4.2		4.0	4.5	3.0									
Mean Temp (deg C)	2012	12	22	4	0.78	-4.2	-3.9		-4.0	-4.0				-5.3						
Mean Temp (deg C)	2012	12	23	4	0.76	-7.6			-7.4	-7.0	-8.5			-7.0						
Mean Temp (deg C)	2012	12	27	4	0.76	-7.7	-7.6	-7.5	-7.5	-8.0										
Mean Temp (deg C)	2012	12	28	4	0.76	-6.8	-6.5		-7.3	-7.0	-6.8									
Mean Temp (deg C)	2013	1	3	4	0.79	-17.1	-19.1			-16.0		-18.1					-17.0			
Mean Temp (deg C)	2013	1	5	4	0.79	-8.7				-7.5		-10.1			-9.0				-9.7	
Mean Temp (deg C)	2013	1	12	4	0.74	3.8	3.5	4.5		4.0	2.3									
Mean Temp (deg C)	2013	1	18	4	0.77	-12.3	-11.8			-12.0	-13.5		-14.5							
Mean Temp (deg C)	2013	1	19	4	0.74	-4.0	-3.9	-4.0	-4.0		-4.3									
Mean Temp (deg C)	2013	1	20	4	0.78	-2.1	-1.8			-2.5	-2.0	-3.0								
Mean Temp (deg C)	2013	1	22	4	0.79	-17.7	-18.0		-17.5		-18.5			-17.5						
Mean Temp (deg C)	2013	1	25	4	0.76	-16.8	-16.8		-16.6	-16.5	-17.8									
Mean Temp (deg C)	2013	1	26	4	0.74	-16.0		-15.5	-15.8	-15.8	-16.5									
Mean Temp (deg C)	2013	1	27	4	0.78	-14.1	-14.0			-14.0	-14.5	-15.0								
Mean Temp (deg C)	2013	1	28	4	0.76	-11.0	-10.8	-11.0	-11.2					-10.8						
Mean Temp (deg C)	2013	1	29	4	0.76	-2.8	-4.3	-2.3	-1.9	-2.3										
Mean Temp (deg C)	2013	1	30	4	0.76	4.0	3.8		4.7	4.3	2.8									
Mean Temp (deg C)	2013	1	31	4	0.78	0.6	0.8			1.0			1.0	-1.5						
Mean Temp (deg C)	2013	2	3	4	0.76	-11.9	-11.8			-12.0	-12.0			-11.5						
Mean Temp (deg C)	2013	2	9	4	0.76	-11.0	-11.0			-11.0	-11.0			-10.8						
Mean Temp (deg C)	2013	2	10	4	0.78	-14.1	-16.1			-13.0	-14.0	-14.3								
Mean Temp (deg C)	2013	2	11	4	0.76	-5.0	-6.0			-4.5	-5.8			-3.8						
Mean Temp (deg C)	2013	2	12	4	0.76	2.0	2.0			2.5	1.5			1.3						
Mean Temp (deg C)	2013	2	13	4	0.76	-0.2	-0.5		-0.4	0.3	-0.8									
Mean Temp (deg C)	2013	2	14	4	0.77	0.1	-0.3			0.0	0.5		-0.5							
Mean Temp (deg C)	2013	2	15	4	0.77	1.1	1.0			1.5	0.5		-0.3							
Mean Temp (deg C)	2013	2	16	4	0.8	-6.8				-7.0	-7.0	-6.8	-7.0							
Mean Temp (deg C)	2013	2	17	4	0.76	-11.2	-11.0			-11.0	-11.0			-12.3						
Mean Temp (deg C)	2013	2	18	4	0.76	-11.4	-11.1			-11.5	-11.3			-11.5						
Mean Temp (deg C)	2013	2	19	4	0.76	-4.3	-4.5			-3.5	-5.5			-4.3						
Mean Temp (deg C)	2013	2	23	4	0.78	-1.5				-1.0	-2.3		-2.0	-1.5						
Mean Temp (deg C)	2013	2	25	4	0.76	0.7	0.8			0.8	0.3			0.5						
Mean Temp (deg C)	2013	2	28	4	0.76	1.6	1.4			2.0	1.8			0.8						
Mean Temp (deg C)	2013	3	1	4	0.76	-0.6	-0.4			-1.0	-1.0			0.3						
Mean Temp (deg C)	2013	3	2	4	0.74	-1.5	-0.1	-2.0		-2.5	-1.0									
Mean Temp (deg C)	2013	3	3	4	0.76	-3.9	-3.0			-4.3	-3.0			-5.3						
Mean Temp (deg C)	2013	3	4	4	0.77	-5.2	-5.0			-5.5	-5.3		-5.0							
Mean Temp (deg C)	2013	3	9	4	0.77	-1.3	-2.7			-1.0	0.0		-3.8							
Mean Temp (deg C)	2013	3	21	4	0.77	-2.5		-2.3		-2.5			-4.3				-1.8			
Mean Temp (deg C)	2013	3	22	4	0.76	-4.5	-4.5			-4.5	-4.3			-5.0						
Mean Temp (deg C)	2013	3	24	4	0.76	1.6	2.4			1.0	2.3			0.8						
Mean Temp (deg C)	2013	3	26	4	0.76	2.4		2.5		2.0	3.5			1.5						
Mean Temp (deg C)	2013	4	27	4	0.8	7.5				7.5	7.0	7.5	7.0							
Mean Temp (deg C)	2013	4	28	4	0.76	11.6	11.4			11.5	11.8			11.8						
Mean Temp (deg C)	2013	5	30	4	0.76	21.6	21.6		22.3	21.3	21.0									
Mean Temp (deg C)	2013	5	31	4	0.78	25.2	25.3		25.0	24.5				26.3						
Mean Temp (deg C)	2013	6	8	4	0.78	14.2			13.5	14.0			14.3	14.5						
Mean Temp (deg C)	2013	6	9	4	0.78	18.9	18.6		18.8	19.0			18.3							
Mean Temp (deg C)	2013	6	19	4	0.76	14.4	14.5		14.2	14.5	13.8									
Mean Temp (deg C)	2013	6	20	4	0.76	16.5	16.3		16.0	16.5	16.8									
Mean Temp (deg C)	2013	7	1	4	0.76	19.3	19.8		19.4	19.0	19.0									
Mean Temp (deg C)	2013	7	8	4	0.79	21.5	21.5		22.2		20.8			21.3						
Mean Temp (deg C)	2013	7	15	4	0.81	26.2				26.0		25.5	26.0	26.3						
Mean Temp (deg C)	2013	7	16	4	0.78	25.5			25.0	25.0			25.3	26.0						
Mean Temp (deg C)	2013	8	7	4	0.76	19.9	19.9	20.0	19.5	20.0										
Mean Temp (deg C)	2013	8	15	4	0.76	17.4	16.4	18.3	17.4					16.8						
Mean Temp (deg C)	2013	8	16	4	0.79	18.2	17.6		19.1		17.5			18.0						
Mean Temp (deg C)	2013	8	29	4	0.76	20.2	19.8	20.0	21.3	20.0										
Mean Temp (deg C)	2013	9	10	4	0.93	18.8											19.3	18.5	19.0	16.5
Mean Temp (deg C)	2013	9	15	4	0.76	13.7			13.5	13.5	13.5		14.0							
Mean Temp (deg C)	2013	9	24	4	0.74	12.4	12.3	12.8		12.0	12.0									
Mean Temp (deg C)	2013	10	13	4	0.76	14.1	13.6			14.3	13.3			15.3						
Mean Temp (deg C)	2013	10	22	4	0.76	9.1	8.8		9.0	9.5	8.5									
Mean Temp (deg C)	2013	10	26	4	0.74	2.3		2.0		2.5	2.8		2.0							
Mean Temp (deg C)	2013	10	31	4	0.74	7.3	6.9	7.5		7.5	7.3									
Mean Temp (deg C)	2013	11	9	4	0.74	2.0		2.0	2.3	1.5	2.0									
Mean Temp (deg C)	2013	12	13	4	0.83	-14.4				-13.5		-15.5				-17.0	-15.3			
Mean Temp (deg C)	2013	12	14	4	0.76	-18.2	-18.6		-16.8	-18.0	-19.5									
Mean Temp (deg C)	2013	12	18	4	0.78	-10.7	-11.3		-9.8	-10.5				-10.8						
Mean Temp (deg C)	2013	12	25	4	0.76	-16.0	-18.0		-14.3	-14.0	-18.8									
Mean Temp (deg C)	2013	12	29	4	0.76	-7.2			-6.0	-7.0	-8.5		-8.5							
Total Precip (mm)	2000	2	1	4	3.78	1.6	3.0	1.6	0.0		1.8									
Total Precip (mm)	2000	2	2	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	2	3	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	2	4	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	2	5	4	3.78	4.3	2.0	4.8	7.8		2.2									
Total Precip (mm)	2000	2	6	4	3.78	0.7	0.0	0.4	3.2		0.0									
Total Precip (mm)	2000	2	7	4	3.78	0.6	0.0	0.4	2.4		0.0									
Total Precip (mm)	2000	2	8	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	2	9	4	3.78	2.9	4.0	1.0	7.0		3.6									
Total Precip (mm)	2000	2	10	4	3.78	13.5	15.0	13.8	12.2		14.0									
Total Precip (mm)	2000	2	11	4	3.78	3.3	5.0	1.6	6.4		4.0									
Total Precip (mm)	2000	4	7	4	3.78	16.6	13.7	16.8	19.6		18.2									
Total Precip (mm)	2000	4	20	4	3.78	2.9	2.4	2.8	3.2		4.0									
Total Precip (mm)	2000	4	21	4	3.78	13.8	9.6	15.8	18.0		9.4									
Total Precip (mm)	2000	4	25	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	5	4	4	3.78	1.8	1.0	2.4	2.0		0.6									
Total Precip (mm)	2000	5	7	4	3.78	4.9	5.0	4.2	2.6		10.2									
Total Precip (mm)	2000	5	11	4	3.78	0.8	0.6	0.4	2.2		0.8									
Total Precip (mm)	2000	5	12	4	3.78	1.9	2.0	2.0	0.8		2.8									
Total Precip (mm)	2000	5	26	4	3.78	5.9	2.8	10.0	0.8		2.8									
Total Precip (mm)	2000	5	31	4	3.78	0.1	0.0	0.0	0.0		0.4									
Total Precip (mm)	2000	6	2	4	3.78	6.4	0.8	12.0	2.0		0.4									
Total Precip (mm)	2000	6	10	4	3.78	17.5	18.0	17.2	18.0		19.6									
Total Precip (mm)	2000	6	11	4	3.78	0.8	0.2	1.4	0.0		0.6									
Total Precip (mm)	2000	6	12	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	6	13	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	6	14	4	3.78	1.7	2.8	2.4	0.0		0.0									
Total Precip (mm)	2000	6	15	4	3.78	6.5	6.6	4.8	4.8		15.0									
Total Precip (mm)	2000	6	16	4	3.78	2.9	4.6	2.2	0.4		6.2									
Total Precip (mm)	2000	6	21	4	3.78	6.5	9.8	3.8	11.6		6.6									
Total Precip (mm)	2000	6	22	4	3.78	3.1	5.8	1.6	1.8		6.6									
Total Precip (mm)	2000	6	23	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	6	24	4	3.78	0.4	0.0	0.0	0.0		2.6									
Total Precip (mm)	2000	6	25	4	3.78	13.4	27.4	9.2	14.0		11.6									
Total Precip (mm)	2000	6	26	4	3.78	5.1	9.8	5.2	2.0		3.4									
Total Precip (mm)	2000	6	27	4	3.78	2.1	3.2	1.6	4.4		0.0									
Total Precip (mm)	2000	6	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	1	4	3.78	4.1	5.4	4.0	0.8		7.0									
Total Precip (mm)	2000	7	2	4	3.78	7.2	3.2	6.8	12.8		8.0									
Total Precip (mm)	2000	7	3	4	3.78	3.8	5.4	4.2	2.6		2.2									
Total Precip (mm)	2000	7	4	4	3.78	4.4	0.0	6.0	9.0		0.0									
Total Precip (mm)	2000	7	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	6	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	7	4	3.78	1.2	0.4	2.4	0.0		0.0									
Total Precip (mm)	2000	7	8	4	3.78	3.0	2.6	4.2	1.2		2.0									
Total Precip (mm)	2000	7	9	4	3.78	10.6	3.6	15.6	11.2		3.4									
Total Precip (mm)	2000	7	10	4	3.78	0.5	2.0	0.0	0.6		0.0									
Total Precip (mm)	2000	7	11	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	12	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	13	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	14	4	3.78	0.7	0.0	0.0	4.4		0.0									
Total Precip (mm)	2000	7	15	4	3.78	3.7	3.4	3.4	6.0		3.2									
Total Precip (mm)	2000	7	16	4	3.78	2.8	1.8	3.8	1.0		3.2									
Total Precip (mm)	2000	7	17	4	3.78	13.7	17.0	11.8	4.6		28.6									
Total Precip (mm)	2000	7	18	4	3.78	1.9	0.0	1.0	1.8		8.0									
Total Precip (mm)	2000	7	19	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	20	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	21	4	3.78	1.4	1.0	1.6	1.0		2.2									
Total Precip (mm)	2000	7	22	4	3.78	2.8	8.0	2.0	1.2		1.0									
Total Precip (mm)	2000	7	23	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	24	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	25	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	26	4	3.78	0.1	0.0	0.0	0.4		0.0									
Total Precip (mm)	2000	7	27	4	3.78	0.1	0.0	0.0	0.0		0.8									
Total Precip (mm)	2000	7	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	7	29	4	3.78	7.3	19.2	2.0	13.2		4.2									
Total Precip (mm)	2000	7	30	4	3.78	0.6	1.0	0.0	1.8		0.8									
Total Precip (mm)	2000	7	31	4	3.78	3.7	0.8	7.0	0.0		1.0									
Total Precip (mm)	2000	8	1	4	3.78	6.3	5.2	7.6	7.4		2.6									
Total Precip (mm)	2000	8	2	4	3.78	10.3	1.0	18.6	5.2		1.4									
Total Precip (mm)	2000	8	3	4	4.12	3.7	0.4		8.4		0.0				10.0					
Total Precip (mm)	2000	8	4	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	6	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	7	4	3.78	15.8	3.8	22.0	25.0		1.2									
Total Precip (mm)	2000	8	8	4	3.78	7.7	3.8	8.0	13.4		6.2									
Total Precip (mm)	2000	8	9	4	4.12	6.4	11.4		3.2		6.0				6.4					
Total Precip (mm)	2000	8	10	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2000	8	11	4	4.12	3.6	1.0		2.2		0.0				25.6					
Total Precip (mm)	2000	8	12	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	13	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	14	4	3.78	0.3	0.0	0.0	1.8		0.0									
Total Precip (mm)	2000	8	15	4	3.78	36.6	25.6	43.6	20.4		51.0									
Total Precip (mm)	2000	8	16	4	3.78	6.7	19.8	2.0	12.6		0.0									
Total Precip (mm)	2000	8	17	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	18	4	3.78	0.3	0.0	0.0	0.8		1.0									
Total Precip (mm)	2000	8	19	4	3.78	5.6	3.0	8.2	4.4		2.2									
Total Precip (mm)	2000	8	20	4	3.78	0.5	1.4	0.0	0.6		0.8									
Total Precip (mm)	2000	8	21	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	22	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	23	4	3.78	15.4	20.4	12.2	13.0		24.8									
Total Precip (mm)	2000	8	24	4	3.78	0.1	0.6	0.0	0.0		0.0									
Total Precip (mm)	2000	8	25	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	8	26	4	3.78	8.9	8.6	8.0	7.2		15.6									
Total Precip (mm)	2000	8	27	4	3.78	1.5	0.4	2.6	0.0		1.0									
Total Precip (mm)	2000	8	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2000	10	5	4	3.78	5.4	4.2	6.4	5.2		4.6									
Total Precip (mm)	2000	11	16	4	3.78	0.6	1.0	0.0	0.4		2.4									
Total Precip (mm)	2000	11	17	4	3.78	0.7	0.0	1.2	0.6		0.0									
Total Precip (mm)	2000	11	26	4	3.78	23.9	21.0	25.8	25.4		22.4									
Total Precip (mm)	2000	11	27	4	3.78	3.4	2.4	3.0	5.6		4.2									
Total Precip (mm)	2000	11	28	4	3.78	1.0	2.6	0.0	1.8		1.6									
Total Precip (mm)	2000	11	29	4	3.78	0.3	0.6	0.0	0.4		1.2									
Total Precip (mm)	2000	11	30	4	3.78	3.2	1.6	4.0	4.2		2.0									
Total Precip (mm)	2001	3	8	4	3.78	0.3	0.0	0.4	0.6		0.0									
Total Precip (mm)	2002	2	10	4	3.78	8.9	7.6	10.0	0.0		18.4									
Total Precip (mm)	2002	9	27	4	3.78	29.2	25.6	29.8	36.6		27.2									
Total Precip (mm)	2005	5	15	4	3.78	5.0	5.6	5.2	2.4		7.4									
Total Precip (mm)	2005	11	15	4	3.76	19.7	17.8	22.8	18.0						14.1					
Total Precip (mm)	2005	11	16	4	3.78	11.8	10.0	11.4	18.6		9.4									
Total Precip (mm)	2005	11	21	4	3.78	0.8	1.0	0.8	1.2		0.0									
Total Precip (mm)	2005	11	22	4	3.78	8.6	9.8	8.6	10.7		6.0									
Total Precip (mm)	2005	11	23	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	11	29	4	3.78	22.5	17.0	26.2	23.0		19.6									
Total Precip (mm)	2005	11	30	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	12	1	4	3.78	0.6	0.0	1.2	0.0		0.0									
Total Precip (mm)	2005	12	2	4	3.78	1.3	1.8	0.0	1.0		5.6									
Total Precip (mm)	2005	12	6	4	3.78	0.5	0.0	0.0	3.0		0.0									
Total Precip (mm)	2005	12	7	4	3.78	1.1	0.0	2.0	1.0		0.0									
Total Precip (mm)	2005	12	14	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	12	15	4	3.78	16.1	10.0	22.2	9.0		14.0									
Total Precip (mm)	2005	12	16	4	3.78	14.9	11.0	16.2	11.0		22.0									
Total Precip (mm)	2005	12	17	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	12	18	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	12	19	4	3.78	1.7	0.0	2.8	2.0		0.0									
Total Precip (mm)	2005	12	20	4	3.78	0.3	0.0	0.0	1.0		1.0									
Total Precip (mm)	2005	12	21	4	3.78	0.6	0.0	0.0	3.0		1.0									
Total Precip (mm)	2005	12	22	4	3.78	0.6	1.8	0.0	1.0		0.6									
Total Precip (mm)	2005	12	23	4	3.78	3.7	9.2	2.8	2.0		2.2									
Total Precip (mm)	2005	12	24	4	3.78	4.0	4.2	5.2	0.0		5.0									
Total Precip (mm)	2005	12	25	4	3.78	13.5	19.0	8.2	20.8		17.6									
Total Precip (mm)	2005	12	26	4	4.12	0.9	2.5		0.0		0.0				1.6					
Total Precip (mm)	2005	12	27	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	12	28	4	3.78	2.5	4.2	0.0	8.0		2.4									
Total Precip (mm)	2005	12	29	4	3.83	13.0		15.0	6.6		12.6				18.6					
Total Precip (mm)	2005	12	30	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2005	12	31	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	1	4	3.78	0.8	2.0	0.0	2.0		0.6									
Total Precip (mm)	2006	1	2	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	3	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	4	4	3.78	3.0	3.0	3.2	2.0		4.0									
Total Precip (mm)	2006	1	5	4	3.78	1.2	1.0	0.0	4.3		2.0									
Total Precip (mm)	2006	1	6	4	3.78	0.1	0.0	0.0	0.5		0.0									
Total Precip (mm)	2006	1	7	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	8	4	3.78	3.0	2.0	4.2	1.0		3.0									
Total Precip (mm)	2006	1	9	4	3.78	3.9	2.0	4.0	7.0		2.8									
Total Precip (mm)	2006	1	10	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	11	4	3.78	7.1	10.0	7.2	8.0		3.4									
Total Precip (mm)	2006	1	12	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	13	4	3.78	8.3	10.2	8.4	2.6		13.6									
Total Precip (mm)	2006	1	14	4	3.78	9.1	8.4	10.4	7.2		9.2									
Total Precip (mm)	2006	1	15	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	16	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	17	4	3.78	12.8	18.4	9.8	6.2		25.4									
Total Precip (mm)	2006	1	18	4	3.78	26.5	30.0	24.2	25.0		35.6									
Total Precip (mm)	2006	1	19	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	20	4	3.78	3.4	6.2	3.0	1.0		4.2									
Total Precip (mm)	2006	1	21	4	3.78	9.8	12.2	10.2	6.0		11.2									
Total Precip (mm)	2006	1	22	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	23	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	24	4	3.78	3.7	1.0	5.0	4.0		3.0									
Total Precip (mm)	2006	1	25	4	3.78	3.7	0.0	6.0	4.0		1.0									
Total Precip (mm)	2006	1	26	4	3.78	0.4	0.0	0.8	0.0		0.0									
Total Precip (mm)	2006	1	27	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	1	29	4	3.78	10.4	8.0	13.4	7.0		9.0									
Total Precip (mm)	2006	1	30	4	3.78	1.4	3.4	1.0	1.2		0.4									
Total Precip (mm)	2006	1	31	4	3.78	3.6	3.8	4.0	3.6		2.6									
Total Precip (mm)	2006	2	1	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	2	4	3.78	2.3	1.4	3.0	3.2		0.0									
Total Precip (mm)	2006	2	3	4	3.78	13.4	15.8	12.2	8.2		22.6									
Total Precip (mm)	2006	2	4	4	3.78	10.5	11.1	9.4	11.8		13.4									
Total Precip (mm)	2006	2	5	4	3.78	3.5	5.2	3.4	3.2		2.6									
Total Precip (mm)	2006	2	6	4	3.78	1.9	0.0	3.2	2.0		0.0									
Total Precip (mm)	2006	2	7	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	8	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	9	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	10	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	11	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	12	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	13	4	3.78	0.6	0.6	1.0	0.0		0.0									
Total Precip (mm)	2006	2	14	4	3.78	4.0	2.6	4.6	3.0		5.4									
Total Precip (mm)	2006	2	15	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	16	4	3.78	15.4	17.6	19.6	7.6		9.8									
Total Precip (mm)	2006	2	17	4	3.8	3.8	5.2	2.8			2.0				8.8					
Total Precip (mm)	2006	2	18	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	19	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	20	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	21	4	3.78	1.3	0.0	2.0	1.0		1.4									
Total Precip (mm)	2006	2	22	4	3.78	1.3	3.0	1.0	0.0		2.0									
Total Precip (mm)	2006	2	23	4	3.78	6.4	5.0	6.4	6.0		9.4									
Total Precip (mm)	2006	2	24	4	3.83	1.0		1.8	0.0		0.0				0.4					
Total Precip (mm)	2006	2	25	4	3.78	1.9	1.0	3.2	0.0		1.0									
Total Precip (mm)	2006	2	26	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	27	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	2	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	1	4	3.78	7.0	5.0	6.2	7.0		13.0									
Total Precip (mm)	2006	3	2	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	3	4	3.78	3.2	4.0	4.2	0.0		3.0									
Total Precip (mm)	2006	3	4	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	6	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	7	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	8	4	3.78	0.0	0.0	0.0	0.0		0.0									
